0,0,0,0,0,30,30,30,30,30,30,60,60,90,180,180
0,0,0,0,0,30,30,30,30,30,30,60,60,90,180,180
0,0,0,0,0,30,30,30,30,30,30,60,60,90,180,180
0,0,0,0,0,30,30,30,30,30,30,60,60,90,180,180
0,0,0,0,0,30,30,30,30,30,30,60,60,90,180,180
0,0,0,0,0,30,30,30,30,30,30,60,60,90,180,180
0,0,0,0,0,30,30,30,30,30,30,60,60,90,180,180
0,0,0,0,0,30,30,30,30,30,30,60,60,90,180,180
0,0,0,0,0,30,30,30,30,30,30,60,60,90,180,180
0,0,0,0,0,30,30,30,30,30,30,60,60,90,180,180
0,0,0,0,0,30,30,30,30,30,30,60,60,90,180,180
0,0,0,0,0,30,30,30,30,30,30,60,60,90,180,180
0,0,0,0,0,30,30,30,30,30,30,60,60,90,180,180
0,0,0,0,0,30,30,30,30,30,30,60,60,90,180,180
0,0,0,0,0,30,30,30,30,30,30,60,60,90,180,180
0,0,0,0,0,30,30,30,30,30,30,60,60,90,180,180
